tgid 5598  "adbd"  7fbd039000 0
tgid 6125  "android.youtube"  13458000 5
tgid 6125  "android.youtube"  158f8000 5
tgid 6125  "android.youtube"  7edc5ef000 5
tgid 6125  "android.youtube"  15895000 5
tgid 6125  "android.youtube"  7edc5b7000 5
tgid 6125  "android.youtube"  7edc5bd000 5
tgid 6125  "android.youtube"  7edc5ee000 5
tgid 6125  "android.youtube"  134a8000 5
tgid 6125  "android.youtube"  158a3000 5
tgid 6125  "android.youtube"  7edc5bb000 5
tgid 6125  "android.youtube"  13bc7000 5
tgid 6125  "android.youtube"  7edc5bc000 5
tgid 6125  "android.youtube"  7f2999f000 5
tgid 6125  "android.youtube"  13bc6000 5
tgid 6125  "android.youtube"  13bc0000 5
tgid 6125  "android.youtube"  13bc5000 5
tgid 6125  "android.youtube"  13bbf000 5
tgid 6125  "android.youtube"  13bc4000 5
tgid 6125  "android.youtube"  13bc3000 5
tgid 6125  "android.youtube"  7eb51c6000 5
tgid 6125  "android.youtube"  7f2901a000 5
tgid 6125  "android.youtube"  13bc2000 5
tgid 6125  "android.youtube"  7ebba7b000 5
tgid 6125  "android.youtube"  7f299b5000 5
tgid 6125  "android.youtube"  7f2999a000 5
tgid 6125  "android.youtube"  139ca000 5
tgid 6125  "android.youtube"  13c57000 5
tgid 6125  "android.youtube"  7ebb9e6000 5
tgid 6125  "android.youtube"  13569000 5
tgid 6125  "android.youtube"  15838000 5
tgid 6125  "android.youtube"  139cb000 5
tgid 6125  "android.youtube"  13c43000 5
tgid 6125  "android.youtube"  139d0000 5
tgid 6125  "android.youtube"  139cf000 5
tgid 6125  "android.youtube"  139c8000 5
tgid 6125  "android.youtube"  139c7000 5
tgid 6125  "android.youtube"  139c6000 5
tgid 6125  "android.youtube"  139c5000 5
tgid 6125  "android.youtube"  139c3000 5
tgid 6125  "android.youtube"  139c2000 5
tgid 6125  "android.youtube"  139c1000 5
tgid 6125  "android.youtube"  139be000 5
tgid 6125  "android.youtube"  139bd000 5
tgid 6125  "android.youtube"  139b8000 5
tgid 6125  "android.youtube"  7f2901b000 5
tgid 6125  "android.youtube"  139b5000 5
tgid 6125  "android.youtube"  139b4000 5
tgid 6125  "android.youtube"  139b3000 5
tgid 6125  "android.youtube"  139b1000 5
tgid 6125  "android.youtube"  139b0000 5
tgid 6125  "android.youtube"  139ae000 5
tgid 6125  "android.youtube"  139ad000 5
tgid 6125  "android.youtube"  139ac000 5
tgid 6125  "android.youtube"  139a9000 5
tgid 6125  "android.youtube"  139a8000 5
tgid 6125  "android.youtube"  13bbd000 5
tgid 6125  "android.youtube"  7f299af000 5
tgid 6125  "android.youtube"  7ed17ad000 5
tgid 6125  "mdxSsdp22-1"  7e451d8000 5
tgid 6125  "mdxSsdp22-1"  7e74838000 5
tgid 6125  "mdxSsdp22-1"  7e451d9000 5
tgid 6125  "mdxSsdp22-1"  7e567fc000 5
tgid 6125  "mdxSsdp22-1"  7e451ec000 5
tgid 6125  "mdxSsdp22-1"  7e451ed000 5
tgid 1340  "android.display"  9eefc000 5
tgid 1340  "Binder:1340_1"  1534b000 5
tgid 1340  "Binder:1340_1"  15348000 5
tgid 6125  "android.youtube"  7eb4564000 5
tgid 6125  "android.youtube"  13543000 5
tgid 6125  "android.youtube"  13bbc000 5
tgid 6125  "android.youtube"  7f299a8000 5
tgid 6125  "android.youtube"  13c59000 5
tgid 6125  "android.youtube"  7f299b0000 5
tgid 6125  "android.youtube"  158dc000 5
tgid 6125  "android.youtube"  13535000 5
tgid 6125  "android.youtube"  7f299b1000 5
tgid 6125  "android.youtube"  13c68000 5
tgid 6125  "android.youtube"  13c69000 5
tgid 6125  "android.youtube"  1346d000 5
tgid 6125  "android.youtube"  7f235b8000 5
tgid 6125  "android.youtube"  1598a000 5
tgid 6125  "android.youtube"  13bcc000 5
tgid 6125  "android.youtube"  7f299b2000 5
tgid 6125  "android.youtube"  14e2e000 5
tgid 6125  "android.youtube"  13c6a000 5
tgid 6125  "android.youtube"  13bd1000 5
tgid 6125  "android.youtube"  13bcd000 5
tgid 6125  "android.youtube"  13bd0000 5
tgid 6125  "android.youtube"  13c52000 5
tgid 6125  "android.youtube"  15971000 5
tgid 6125  "android.youtube"  7f299ae000 5
tgid 6125  "android.youtube"  13c42000 5
tgid 6125  "android.youtube"  13c30000 5
tgid 6125  "android.youtube"  13bcf000 5
tgid 6125  "android.youtube"  13bce000 5
tgid 6125  "android.youtube"  7eb3fb6000 5
tgid 6125  "android.youtube"  13467000 5
tgid 6125  "android.youtube"  7eb3fb5000 5
tgid 6125  "android.youtube"  144b0000 5
tgid 6125  "android.youtube"  7eb3fb9000 5
tgid 6125  "android.youtube"  7f309d7000 5
tgid 6125  "android.youtube"  15745000 5
tgid 6125  "android.youtube"  7eb3fb7000 5
tgid 6125  "android.youtube"  159ab000 5
tgid 6125  "android.youtube"  7f299b3000 5
tgid 6125  "android.youtube"  7f299ad000 5
tgid 6125  "android.youtube"  7f290a0000 5
tgid 6125  "android.youtube"  15a93000 5
tgid 6125  "android.youtube"  7f2319e000 5
tgid 6125  "android.youtube"  13bdc000 5
tgid 6125  "android.youtube"  7f23381000 5
tgid 6125  "android.youtube"  134d1000 5
tgid 6125  "android.youtube"  7f299b4000 5
tgid 6125  "android.youtube"  7ebcbe6000 5
tgid 6125  "android.youtube"  15c4f000 5
tgid 6125  "android.youtube"  7f2937f000 5
tgid 6125  "android.youtube"  7edc5b6000 5
tgid 6125  "android.youtube"  7eb3ffc000 5
tgid 6125  "android.youtube"  7f235be000 5
tgid 6125  "android.youtube"  7edc5f3000 5
tgid 6125  "android.youtube"  13459000 5
tgid 6125  "android.youtube"  7edc5f4000 5
tgid 6125  "android.youtube"  1574f000 5
tgid 6125  "android.youtube"  7edc5be000 5
tgid 6125  "android.youtube"  7edc5b5000 5
tgid 6125  "android.youtube"  7eb1abf000 5
tgid 6125  "android.youtube"  15011000 5
tgid 6125  "ComponentLayout"  7edcd51000 5
tgid 6125  "ComponentLayout"  7f29380000 5
tgid 6125  "ComponentLayout"  7edcd52000 5
tgid 6125  "ComponentLayout"  7edcd4f000 5
tgid 6125  "ComponentLayout"  13387000 5
tgid 6125  "ComponentLayout"  7e92ed6000 5
tgid 6125  "ComponentLayout"  13c9c000 5
tgid 6125  "ComponentLayout"  7f3132e000 5
tgid 6125  "ComponentLayout"  7edcd50000 5
tgid 6125  "ComponentLayout"  7f299b6000 5
tgid 6125  "ComponentLayout"  7f299ab000 5
tgid 6125  "ComponentLayout"  15bb7000 5
tgid 6125  "ComponentLayout"  7f1f623000 5
tgid 6125  "ComponentLayout"  7f20b48000 5
tgid 6125  "ComponentLayout"  13c9d000 5
tgid 6125  "ComponentLayout"  15a8b000 5
tgid 6125  "ComponentLayout"  72d14000 5
tgid 6125  "ComponentLayout"  7f296a3000 5
tgid 6125  "ComponentLayout"  7f296a8000 5
tgid 6125  "ComponentLayout"  7edcd4e000 5
tgid 6125  "ComponentLayout"  13532000 5
tgid 6125  "ComponentLayout"  7ebb9f5000 5
tgid 6125  "ComponentLayout"  15a1a000 5
tgid 6125  "ComponentLayout"  7ebb9f6000 5
tgid 6125  "ComponentLayout"  13953000 5
tgid 6125  "ComponentLayout"  7f298f2000 5
tgid 6125  "ComponentLayout"  15a23000 5
tgid 6125  "ComponentLayout"  134cb000 5
tgid 6125  "ComponentLayout"  13534000 5
tgid 6125  "ComponentLayout"  7f232f6000 5
tgid 6125  "ComponentLayout"  13533000 5
tgid 6125  "ComponentLayout"  13563000 5
tgid 6125  "ComponentLayout"  13b5a000 5
tgid 6125  "ComponentLayout"  7ebba07000 5
tgid 6125  "ComponentLayout"  7ebba08000 5
tgid 6125  "ComponentLayout"  13bb8000 5
tgid 6125  "ComponentLayout"  7f1f5ff000 5
tgid 6125  "ComponentLayout"  7e92f0b000 5
tgid 6125  "ComponentLayout"  7eb6db1000 5
tgid 6125  "ComponentLayout"  7e7966b000 5
tgid 6125  "ComponentLayout"  7edce5a000 5
tgid 6125  "ComponentLayout"  7edce5b000 5
tgid 1995  "Binder:1995_2"  7f2d652000 5
tgid 1995  "Binder:1995_2"  7f2dffa000 5
tgid 6125  "ComponentLayout"  7e7375f000 5
tgid 6125  "ComponentLayout"  7edce58000 5
tgid 6125  "ComponentLayout"  7f313ba000 5
tgid 6125  "ComponentLayout"  7edce59000 5
tgid 6125  "ComponentLayout"  7f296a1000 5
tgid 6125  "ComponentLayout"  7f296a2000 5
tgid 6125  "ComponentLayout"  7edce57000 5
tgid 6125  "ComponentLayout"  7818d000 5
tgid 6125  "ComponentLayout"  7e56725000 5
tgid 6125  "ComponentLayout"  7eb2d4c000 5
tgid 6125  "ComponentLayout"  7e79651000 5
tgid 6125  "ComponentLayout"  7f28d8d000 5
tgid 1995  "Binder:1995_2"  9ed6a000 5
tgid 1995  "Binder:1995_2"  9ec74000 5
tgid 1340  "Binder:1340_1"  139cf000 5
tgid 1340  "Binder:1340_1"  13795000 5
tgid 1995  "Binder:1995_2"  9ec72000 5
tgid 1340  "Binder:1340_16"  7f2afa7000 5
tgid 1340  "Binder:1340_1"  7ed0dc8000 5
tgid 1995  "Binder:1995_2"  9ec75000 5
tgid 6125  "ComponentLayout"  7f28d8e000 5
tgid 1340  "Binder:1340_16"  153de000 5
tgid 1340  "Binder:1340_16"  153d8000 5
tgid 6125  "ComponentLayout"  7f28bbd000 5
tgid 6125  "ComponentLayout"  7e9301d000 5
tgid 1995  "UiThreadHelper"  7f28ba3000 5
tgid 1340  "Binder:1340_16"  15374000 5
tgid 6125  "ComponentLayout"  7f29e31000 5
tgid 6125  "ComponentLayout"  7818e000 5
tgid 1340  "Binder:1340_16"  153d9000 5
tgid 6125  "ComponentLayout"  7e734ed000 5
tgid 6125  "ComponentLayout"  7eb6ba1000 5
tgid 6125  "ComponentLayout"  7f296a4000 5
tgid 6125  "ComponentLayout"  7e7cad9000 5
tgid 6125  "ComponentLayout"  13c58000 5
tgid 6125  "ComponentLayout"  7e7cada000 5
tgid 6125  "ComponentLayout"  7e7cadb000 5
tgid 6125  "ComponentLayout"  7e93059000 5
tgid 1340  "Binder:1340_16"  136b2000 5
tgid 1340  "Binder:1340_16"  13ece000 5
tgid 1340  "Binder:1340_16"  14411000 5
tgid 1340  "Binder:1340_16"  13ecd000 5
tgid 1340  "Binder:1340_16"  1443d000 5
tgid 6125  "android.youtube"  72c17000 5
tgid 6125  "android.youtube"  72c18000 5
tgid 6125  "android.youtube"  72c16000 5
tgid 6125  "android.youtube"  7f231f7000 5
tgid 6125  "android.youtube"  7f39807000 5
tgid 6125  "android.youtube"  15c3a000 5
tgid 6125  "android.youtube"  7f28abf000 5
tgid 1340  "Binder:1340_19"  9ee23000 5
tgid 1340  "Binder:1340_19"  146ad000 5
tgid 1340  "Binder:1340_19"  9ee22000 5
tgid 1340  "Binder:1340_1"  13c16000 5
tgid 1340  "Binder:1340_1"  13c15000 5
tgid 1340  "Binder:1340_1"  13c14000 5
tgid 1340  "Binder:1340_19"  7fbc6e1000 5
tgid 1340  "Binder:1340_19"  7f28a00000 5
tgid 6125  "ComponentLayout"  7f29e32000 5
tgid 6125  "ComponentLayout"  7818f000 5
tgid 1340  "Binder:1340_1"  13c13000 5
tgid 845  "Binder:845_1"  7f38a2c000 5
tgid 845  "Binder:845_1"  7f35201000 5
tgid 845  "Binder:845_1"  7f35202000 5
tgid 1340  "Binder:1340_1"  13c10000 5
tgid 6125  "ComponentLayout"  7f29e33000 5
tgid 6125  "ComponentLayout"  78190000 5
tgid 845  "Binder:845_1"  7f38a2d000 5
tgid 845  "Binder:845_1"  7f38a00000 5
tgid 845  "Binder:845_1"  7f38a03000 5
tgid 6125  "ComponentLayout"  7f296d6000 5
tgid 6125  "ComponentLayout"  7e73882000 5
tgid 6125  "ComponentLayout"  7f28fdc000 5
tgid 6125  "ComponentLayout"  7e734f1000 5
tgid 6125  "ComponentLayout"  7e7ce9c000 5
tgid 6125  "ComponentLayout"  7e7ce99000 5
tgid 6125  "ComponentLayout"  7e7ce9a000 5
tgid 6125  "ComponentLayout"  7e7ce9b000 5
tgid 845  "Binder:845_1"  7f38aa1000 5
tgid 845  "Binder:845_1"  7f351ff000 5
tgid 845  "Binder:845_1"  7fbe097000 5
tgid 845  "Binder:845_1"  7fbe098000 5
tgid 845  "Binder:845_1"  7fbb7e6000 5
tgid 6125  "ComponentLayout"  7e92ebf000 5
tgid 6125  "ComponentLayout"  7e73f9c000 5
tgid 845  "Binder:845_1"  7fbe050000 5
tgid 845  "Binder:845_1"  7f38a29000 5
tgid 845  "Binder:845_1"  7f3a1f0000 5
tgid 845  "TimeCheckThread"  7f24a05000 5
tgid 1995  "UiThreadHelper"  9ed71000 5
tgid 845  "Binder:845_1"  7fbe0bc000 5
tgid 845  "Binder:845_1"  7fbd6d0000 5
tgid 845  "TimeCheckThread"  7f24a04000 5
tgid 6125  "ComponentLayout"  7f29e34000 5
tgid 6125  "ComponentLayout"  7e748cb000 5
tgid 6125  "ComponentLayout"  7eb2ce3000 5
tgid 6125  "ComponentLayout"  7eb2ccf000 5
tgid 6125  "ComponentLayout"  7f29e35000 5
tgid 6125  "ComponentLayout"  7f29e36000 5
tgid 6125  "ComponentLayout"  7f29e37000 5
tgid 6125  "ComponentLayout"  7e33673000 5
tgid 6125  "ComponentLayout"  7e33674000 5
tgid 6125  "ComponentLayout"  7e33675000 5
tgid 6125  "ComponentLayout"  7e33676000 5
tgid 6125  "ComponentLayout"  7e33671000 5
tgid 6125  "ComponentLayout"  7e7466d000 5
tgid 1995  "UiThreadHelper"  7f35185000 5
tgid 1995  "droid.launcher3"  9ec7d000 5
tgid 845  "Binder:845_1"  7fbe038000 5
tgid 6125  "ComponentLayout"  7e3372e000 5
tgid 6125  "ComponentLayout"  7e3372f000 5
tgid 6125  "ComponentLayout"  7e33730000 5
tgid 6125  "ComponentLayout"  7e33731000 5
tgid 6125  "ComponentLayout"  7e33732000 5
tgid 6125  "ComponentLayout"  7e3372d000 5
tgid 6125  "ComponentLayout"  7eb2ce1000 5
tgid 6125  "ComponentLayout"  7eb2d43000 5
tgid 6125  "ComponentLayout"  7eb2ccd000 5
tgid 6125  "ComponentLayout"  7f2d6d8000 5
tgid 6125  "ComponentLayout"  7eb6d7a000 5
tgid 6125  "ComponentLayout"  7f35317000 5
tgid 6125  "ComponentLayout"  7f35314000 5
tgid 845  "Binder:845_1"  7fbe06d000 5
tgid 6125  "ComponentLayout"  7e31e37000 5
tgid 6125  "ComponentLayout"  7f35316000 5
tgid 6125  "ComponentLayout"  7e7cadc000 5
tgid 6125  "ComponentLayout"  7f35313000 5
tgid 6125  "ComponentLayout"  7f292eb000 5
tgid 6125  "ComponentLayout"  7f35310000 5
tgid 6125  "ComponentLayout"  7f28d93000 5
tgid 6125  "ComponentLayout"  7f35312000 5
tgid 6125  "ComponentLayout"  7e89dd4000 5
tgid 6125  "ComponentLayout"  7eb6d79000 5
tgid 6125  "ComponentLayout"  7fbe17a000 5
tgid 6125  "ComponentLayout"  7f3470b000 5
tgid 6125  "ComponentLayout"  7f1f5fd000 5
tgid 6125  "ComponentLayout"  15932000 5
tgid 6125  "ComponentLayout"  15931000 5
tgid 6125  "ComponentLayout"  7ebba09000 5
tgid 6125  "ComponentLayout"  13d6c000 5
tgid 6125  "ComponentLayout"  136fa000 5
tgid 6125  "ComponentLayout"  150e3000 5
tgid 6125  "ComponentLayout"  7ebba02000 5
tgid 6125  "ComponentLayout"  7eb455d000 5
tgid 6125  "ComponentLayout"  159c0000 5
tgid 6125  "ComponentLayout"  1351c000 5
tgid 6125  "ComponentLayout"  1590d000 5
tgid 6125  "ComponentLayout"  13d6d000 5
tgid 845  "Binder:845_1"  7fbb5f3000 5
tgid 1995  "droid.launcher3"  9ec76000 5
tgid 6125  "ComponentLayout"  1583b000 5
tgid 6125  "ComponentLayout"  150e4000 5
tgid 845  "Binder:845_1"  7f3ab8e000 5
tgid 6125  "ComponentLayout"  13bd2000 5
tgid 6125  "ComponentLayout"  7e72e7c000 5
tgid 6125  "ComponentLayout"  159f8000 5
tgid 6125  "ComponentLayout"  7f20ab1000 5
tgid 6125  "ComponentLayout"  7eb3f33000 5
tgid 6125  "ComponentLayout"  7eb455c000 5
tgid 6125  "ComponentLayout"  7e565bb000 5
tgid 845  "Binder:845_1"  7fbc8f2000 5
tgid 6125  "ComponentLayout"  150de000 5
tgid 6125  "ComponentLayout"  1352b000 5
tgid 6125  "ComponentLayout"  7ebba10000 5
tgid 6125  "ComponentLayout"  7f1f602000 5
tgid 6125  "ComponentLayout"  7e736e1000 5
tgid 6125  "ComponentLayout"  7e7364d000 5
tgid 6125  "ComponentLayout"  7eb2d89000 5
tgid 6125  "ComponentLayout"  7f29f23000 5
tgid 845  "Binder:845_1"  7fbe07b000 5
tgid 6125  "ComponentLayout"  159c3000 5
tgid 6125  "ComponentLayout"  15983000 5
tgid 6125  "ComponentLayout"  7f20cbb000 5
tgid 6125  "ComponentLayout"  13529000 5
tgid 6125  "ComponentLayout"  1386b000 5
tgid 6125  "ComponentLayout"  7f298f8000 5
tgid 6125  "ComponentLayout"  7ebcbf7000 5
tgid 6125  "ComponentLayout"  7f20b7e000 5
tgid 6125  "ComponentLayout"  7eb2cde000 5
tgid 6125  "ComponentLayout"  7f29c6a000 5
tgid 6125  "ComponentLayout"  7f29c6b000 5
tgid 845  "Binder:845_1"  7fbe041000 5
tgid 6125  "ComponentLayout"  7f29da6000 5
tgid 6125  "ComponentLayout"  7eb6e60000 5
tgid 6125  "ComponentLayout"  7eb6e61000 5
tgid 6125  "ComponentLayout"  7eb6e62000 5
tgid 6125  "ComponentLayout"  7e7cc44000 5
tgid 6125  "ComponentLayout"  7e7cc45000 5
tgid 6125  "ComponentLayout"  7e7cc46000 5
tgid 6125  "ComponentLayout"  7f2d3b7000 5
tgid 6125  "ComponentLayout"  7e7cc42000 5
tgid 6125  "ComponentLayout"  7f292ee000 5
tgid 6125  "ComponentLayout"  7e73fe7000 5
tgid 6125  "ComponentLayout"  7e48b47000 5
tgid 845  "Binder:845_1"  7fbe068000 5
tgid 6125  "ComponentLayout"  7e48d4e000 5
tgid 6125  "ComponentLayout"  7f292fe000 5
tgid 6125  "ComponentLayout"  7e73fe5000 5
tgid 6125  "ComponentLayout"  7e73fe6000 5
tgid 6125  "ComponentLayout"  14dc2000 5
tgid 6125  "ComponentLayout"  7f29381000 5
tgid 6125  "ComponentLayout"  15a24000 5
tgid 6125  "ComponentLayout"  7e92f54000 5
tgid 6125  "ComponentLayout"  7e92f77000 5
tgid 6125  "ComponentLayout"  7f29343000 5
tgid 6125  "ComponentLayout"  7eb6bdf000 5
tgid 6125  "ComponentLayout"  7e73696000 5
tgid 6125  "ComponentLayout"  7e489c7000 5
tgid 845  "Binder:845_1"  7fbe069000 5
tgid 6125  "ComponentLayout"  7e737d8000 5
tgid 6125  "ComponentLayout"  7e92fcd000 5
tgid 6125  "ComponentLayout"  7f28daa000 5
tgid 6125  "ComponentLayout"  7f29441000 5
tgid 6125  "ComponentLayout"  7e31f42000 5
tgid 6125  "ComponentLayout"  7e746aa000 5
tgid 6125  "ComponentLayout"  7e48aab000 5
tgid 6125  "ComponentLayout"  7f2d680000 5
tgid 845  "Binder:845_1"  7fbe04f000 5
tgid 6125  "ComponentLayout"  7e565c0000 5
tgid 6125  "ComponentLayout"  1591e000 5
tgid 6125  "ComponentLayout"  7f298f9000 5
tgid 6125  "ComponentLayout"  7f289b7000 5
tgid 6125  "ComponentLayout"  7f28afd000 5
tgid 6125  "ComponentLayout"  7e45167000 5
tgid 6125  "ComponentLayout"  7e45168000 5
tgid 6125  "ComponentLayout"  7eb6e42000 5
tgid 845  "Binder:845_1"  7fbe07c000 5
tgid 845  "Binder:845_1"  7fbe070000 5
tgid 6125  "ComponentLayout"  7e89dcf000 5
tgid 6125  "ComponentLayout"  7e734f5000 5
tgid 6125  "ComponentLayout"  7e7365f000 5
tgid 6125  "ComponentLayout"  7fbe23e000 5
tgid 6125  "ComponentLayout"  7f297db000 5
tgid 6125  "ComponentLayout"  7e73660000 5
tgid 6125  "ComponentLayout"  7edcd4d000 5
tgid 6125  "ComponentLayout"  7f20e35000 5
tgid 6125  "ComponentLayout"  15a6d000 5
tgid 6125  "ComponentLayout"  7ed17b5000 5
tgid 845  "Binder:845_1"  7fbe071000 5
tgid 845  "Binder:845_1"  7fbe0ea000 5
tgid 845  "Binder:845_1"  7f38a33000 5
tgid 845  "Binder:845_1"  7fbe0d6000 5
tgid 845  "Binder:845_1"  7fbe055000 5
tgid 845  "Binder:845_1"  7fbe063000 5
tgid 6125  "ComponentLayout"  7eb3f8e000 5
tgid 6125  "ComponentLayout"  7e73a02000 5
tgid 845  "Binder:845_1"  7fbe1e1000 5
tgid 845  "Binder:845_1"  7fbe064000 5
tgid 6125  "ComponentLayout"  7f28d92000 5
tgid 6125  "ComponentLayout"  7e48a44000 5
tgid 6125  "ComponentLayout"  7e73571000 5
tgid 6125  "ComponentLayout"  7e7d2c1000 5
tgid 6125  "ComponentLayout"  7e7d2c2000 5
tgid 6125  "ComponentLayout"  7e7d2c3000 5
tgid 6125  "ComponentLayout"  7e7d2c4000 5
tgid 6125  "ComponentLayout"  7e7d339000 5
tgid 6125  "ComponentLayout"  7e7d33a000 5
tgid 6125  "ComponentLayout"  7e7d33b000 5
tgid 6125  "ComponentLayout"  7e7d33c000 5
tgid 6125  "ComponentLayout"  7e73fe9000 5
tgid 845  "Binder:845_1"  7fbe080000 5
tgid 6125  "ComponentLayout"  7e79667000 5
tgid 6125  "ComponentLayout"  7e45169000 5
tgid 6125  "ComponentLayout"  7e4516a000 5
tgid 6125  "ComponentLayout"  7e4516b000 5
tgid 6125  "ComponentLayout"  7f2d782000 5
tgid 845  "Binder:845_1"  7fbe04e000 5
tgid 845  "Binder:845_1"  7fbe052000 5
tgid 845  "Binder:845_1"  7fbe062000 5
tgid 845  "Binder:845_1"  7fbe0d8000 5
tgid 845  "Binder:845_1"  7fbe0e4000 5
tgid 6125  "ComponentLayout"  7e73707000 5
tgid 6125  "ComponentLayout"  7e48a91000 5
tgid 6125  "ComponentLayout"  7e5675a000 5
tgid 845  "Binder:845_1"  7fbe081000 5
tgid 845  "Binder:845_1"  7fbe0ae000 5
tgid 845  "Binder:845_1"  7f38b4d000 5
tgid 845  "Binder:845_1"  7fbe044000 5
tgid 828  "wifi_ext@1.0-se"  7fbb5fc000 5
tgid 828  "wifi_ext@1.0-se"  7fbb467000 5
tgid 845  "Binder:845_1"  7fbe045000 5
tgid 6125  "ComponentLayout"  7e3060f000 5
tgid 6125  "ComponentLayout"  7eb6db2000 5
tgid 6125  "ComponentLayout"  7e89aa9000 5
tgid 845  "Binder:845_1"  7fbe046000 5
tgid 6125  "android.youtube"  7f1f5f3000 5
tgid 6125  "android.youtube"  7e73a9a000 5
tgid 6125  "android.youtube"  1501d000 5
tgid 6125  "android.youtube"  7f28ac0000 5
tgid 6125  "android.youtube"  7fbadae000 5
tgid 6125  "ComponentLayout"  7e5675b000 5
tgid 6125  "ComponentLayout"  7e89aaa000 5
tgid 1340  "Binder:1340_19"  7fbadae000 5
tgid 6125  "android.youtube"  7f28a69000 5
tgid 1340  "Binder:1340_19"  7ed16fe000 5
tgid 1340  "Binder:1340_19"  7fbe16e000 5
tgid 6125  "ComponentLayout"  7e3099e000 5
tgid 6125  "ComponentLayout"  7e89aab000 5
tgid 1340  "Binder:1340_19"  151a1000 5
tgid 1340  "Binder:1340_19"  7f289a2000 5
tgid 1340  "Binder:1340_19"  7f2d7af000 5
tgid 820  "sensors@2.0-ser"  7fbc44b000 5
tgid 820  "sensors@2.0-ser"  7ffffff000 5
tgid 820  "sensors@2.0-ser"  7fbe422000 5
tgid 820  "sensors@2.0-ser"  7fbc541000 5
tgid 820  "sensors@2.0-ser"  7fbc43e000 5
tgid 820  "sensors@2.0-ser"  7fbf700000 5
